file	num_segments	duration_seconds	num_words
SF1803.1.mpg	49	210	654
SF1771.1.mpg	49	210	733
SF1773A.1.mpg	85	281	1021
SF1801.1.mpg	72	274	891
SF1794.1.mpg	79	340	926
SF1793.1.mpg	102	430	1290
SF1780C.1.mpg	71	244	827
SF1780A.1.mpg	111	375	1322
SF1796.1.mpg	96	335	1028
SF1776B.1.mpg	73	245	655
SF1789A.1.mpg	104	354	1088
SF1767A.1.mpg	75	299	1020
SF1805.1.mpg	96	356	1232
SF1788A.1.mpg	66	287	1005
SF1776A.1.mpg	80	213	733
SF1785.1.mpg	49	163	553
SF1790.1.mpg	75	251	860
SF1768.1.mpg	85	284	1013
SF1806.1.mpg	116	398	1335
SF1779A.1.mpg	64	287	747
SF1787.1.mpg	78	288	950
SF3345.1.mpg	34	175	327
SF1788B-C.1.mpg	286	783	2007
SF1780B.1.mpg	100	356	1177
SF1775A.1.mpg	91	293	1052
SF1777.1.mpg	71	349	919
SF1770.1.mpg	103	457	1339
SF1795.1.mpg	96	313	1048
SF1798.1.mpg	77	301	1053
SF1804.1.mpg	73	260	980
SF1778A.1.mpg	69	305	788
SF1802.1.mpg	66	231	857
SF1812.1.mpg	111	348	1219
SF2195.1.mpg	29	127	403
SF2196.1.mpg	108	518	1164
SF3227A.1.mpg	70	324	929
SF3342A.1.mpg	43	155	345
SF3342B.1.mpg	54	258	575
SF3310.1.mpg	107	458	1181
SF2834.1.mpg	137	553	1535
SF2221A-J.1.mpg	637	2424	6537
SF3227B.1.mpg	24	156	340
SF3342C.1.mpg	21	64	113
SF1864.1.mpg	87	256	754
SF1128E.1.mpg	90	339	994
SF2732.1.mpg	143	604	1671
SF1185.1.mpg	63	274	806
SF1151.1.mpg	70	279	874
SF1147C.1.mpg	12	47	141
SF1166.1.mpg	14	77	209
SF1152.1.mpg	127	489	1624
SF2935A-B.1.mpg	161	663	2131
SF1180.1.mpg	112	542	1671
SF1143A.1.mpg	44	172	557
SF2939.1.mpg	53	223	702
SF1181A.1.mpg	94	314	996
SF1177.1.mpg	37	236	654
SF1174.1.mpg	112	374	1204
SF2862.1.mpg	86	386	995
SF1155.1.mpg	64	228	832
SF2942.1.mpg	20	18	113
SF1153.1.mpg	83	358	1182
SF1184.1.mpg	100	429	1303
SF1164.1.mpg	35	183	554
SF1162B.1.mpg	99	322	1149
SF1172.1.mpg	72	321	969
SF1173.1.mpg	102	418	1268
SF1885A-B.1.mpg	83	286	1088
SF1160.1.mpg	105	424	1463
SF1147A.1.mpg	61	371	926
SF1885D.1.mpg	51	180	615
SF2745.1.mpg	55	316	799
SF1159B.1.mpg	107	348	1115
SF1190.1.mpg	43	282	801
SF1154.1.mpg	50	253	607
SF1188A.1.mpg	90	513	1265
SF1149.1.mpg	71	226	755
SF1145A.1.mpg	61	311	917
SF1150.1.mpg	83	390	1374
SF1885E.1.mpg	45	143	614
SF1167.1.mpg	38	192	637
SF1191B.1.mpg	58	201	695
SF1176D.1.mpg	39	91	234
SF1176A.1.mpg	76	362	1049
SF1157.1.mpg	88	433	1315
SF2940.1.mpg	67	316	950
SF1189.1.mpg	87	451	1230
SF1188B.1.mpg	97	352	1058
SF1885C.1.mpg	17	40	236
SF1176B.1.mpg	1	0	1
SF1156.1.mpg	67	317	1010
SF1181B.1.mpg	90	315	1102
SF1162A.1.mpg	30	177	570
SF2855D.1.mpg	53	219	649
SF1168.1.mpg	49	226	690
SF2945.1.mpg	69	244	788
SF1145B.1.mpg	69	237	774
SF1183.1.mpg	75	385	1136
SF2848.1.mpg	80	547	1289
SF1161.1.mpg	65	326	971
SF1146.1.mpg	68	341	1042
SF1158.1.mpg	110	347	1332
SF1191A.1.mpg	66	336	1014
SF3002.1.mpg	149	819	2220
SF2849.1.mpg	114	328	921
SF1175.1.mpg	39	199	641
SF1179.1.mpg	51	336	968
SF1148.1.mpg	100	443	1364
SF1170.1.mpg	26	162	466
SF1186.1.mpg	89	533	1551
SF1163.1.mpg	9	24	98
SF2743B.1.mpg	34	44	264
SF1169.1.mpg	32	178	499
SF1187.1.mpg	105	347	1098
SF1159A.1.mpg	66	299	913
SF1182B.1.mpg	1	0	1
SF2944.1.mpg	125	510	1529
SF1171A.1.mpg	73	299	992
SF1178.1.mpg	136	671	2003
SF1144.1.mpg	95	457	1364
SF1182A.1.mpg	99	557	1656
SF1165B.1.mpg	44	172	525
SF1176E.1.mpg	38	143	358
SF1165A.1.mpg	30	153	450
SF1876A-B.1.mpg	140	657	1648
SF1659.1.mpg	78	363	1106
SF1658.1.mpg	102	449	1423
SF1664.1.mpg	72	368	1070
SF1657A.1.mpg	105	383	1241
SF1661.1.mpg	123	471	1570
SF1655.1.mpg	117	470	1440
SF1663.1.mpg	106	428	1372
SF1660A.1.mpg	100	413	1286
SF1669.1.mpg	64	328	905
SF1674.1.mpg	97	325	1127
SF1668.1.mpg	71	256	807
SF1685.1.mpg	47	209	504
SF1657B.1.mpg	99	324	925
SF1654.1.mpg	79	299	894
SF1656A.1.mpg	139	476	1574
SF1662.1.mpg	109	505	1472
SF1651.1.mpg	102	439	1284
SF1679.1.mpg	104	419	1348
SF1687.1.mpg	87	334	1298
SF1676.1.mpg	94	360	1114
SF1683A.1.mpg	91	444	1202
SF1681.1.mpg	86	368	1199
SF1660B.1.mpg	18	52	192
SF3301B.1.mpg	1	0	2
SF1656B.1.mpg	9	34	100
SF1678.1.mpg	115	531	1596
SF1653.1.mpg	39	172	483
SF1686.1.mpg	104	364	1463
SF3222.1.mpg	132	557	1424
SF3265.1.mpg	59	255	771
SF1680B.1.mpg	44	209	530
SF1652.1.mpg	71	342	1016
SF1670.1.mpg	115	419	1240
SF1675.1.mpg	85	242	776
SF1684.1.mpg	92	361	1292
SF1672.1.mpg	56	182	548
SF2833.1.mpg	77	315	736
SF1677.1.mpg	77	284	915
SF1667.1.mpg	69	283	761
SF1666.1.mpg	44	183	535
SF1665.1.mpg	72	425	1134
SF3301A.1.mpg	1	2	4
SF3302.1.mpg	64	312	683
SF1682.1.mpg	104	363	1181
SF1680A.1.mpg	76	289	1018
SF1688.1.mpg	85	371	1411
SF1673.1.mpg	97	283	994
SF1671.1.mpg	110	364	1090
SF1752.1.mpg	101	352	1114
SF1738.1.mpg	83	290	879
SF1753B.1.mpg	57	330	807
SF1737B.1.mpg	162	394	908
SF1881.1.mpg	214	859	2313
SF1730.1.mpg	113	348	1209
SF3305.1.mpg	47	219	474
SF1744A.1.mpg	81	253	842
SF1760.1.mpg	71	258	947
SF1734A.1.mpg	106	471	997
SF1737A.1.mpg	80	237	811
SF1758.1.mpg	92	305	1057
SF1742.1.mpg	106	345	1264
SF1751.1.mpg	56	219	650
SF2820A-B.1.mpg	132	550	1503
SF1766.1.mpg	77	288	930
SF3307.1.mpg	46	171	537
SF1729.1.mpg	88	332	1053
SF3357A.1.mpg	40	169	332
SF1756.1.mpg	101	411	1344
SF1734B.1.mpg	46	159	530
SF1754.1.mpg	61	214	746
SF1746.1.mpg	83	291	965
SF1749.1.mpg	140	472	1689
SF1741.1.mpg	54	181	623
SF1761.1.mpg	79	274	904
SF1735.1.mpg	95	277	871
SF1767B.1.mpg	41	197	596
SF1764.1.mpg	53	193	656
SF1748A.1.mpg	7	33	93
SF1743.1.mpg	80	275	956
SF1747.1.mpg	63	226	729
SF1732.1.mpg	82	291	1011
SF1745.1.mpg	131	336	1163
SF1759.1.mpg	104	336	1253
SF1757.1.mpg	56	216	703
SF1750.1.mpg	140	430	1482
SF3357B.1.mpg	60	273	589
SF1731.1.mpg	90	297	1085
SF1733.1.mpg	84	284	1030
SF1765.1.mpg	73	255	882
SF1763.1.mpg	56	217	647
SF1739.1.mpg	67	254	835
SF1736.1.mpg	77	337	962
SF1753A.1.mpg	69	234	826
SF1762A.1.mpg	140	493	1627
SF1755.1.mpg	71	235	731
SF1740.1.mpg	61	209	775
